Date,USDAUD,USDCAD,USDCHF,USDEUR,USDGBP,USDJPY,USDNZD,USDSEK,USDSGD
1/1/2021,0.765889,0.781635,1.133224,1.227926,1.357395,0.009677,0.716384,0.121788,0.753952
1/4/2021,0.767336,0.783241,1.12885,1.223958,1.356903,0.009681,0.717427,0.121497,0.754964
1/5/2021,0.768357,0.783517,1.127015,1.223862,1.357978,0.009685,0.717925,0.121702,0.755588
1/6/2021,0.767151,0.783178,1.1316,1.224962,1.358638,0.009691,0.71762,0.121282,0.756482
1/7/2021,0.774032,0.792538,1.136173,1.22809,1.362356,0.009717,0.723733,0.121947,0.758175
1/8/2021,0.777608,0.787566,1.136979,1.230159,1.360378,0.009698,0.725837,0.122103,0.758514
1/11/2021,0.776257,0.78785,1.128279,1.227192,1.358807,0.009667,0.7256,0.122117,0.756071
1/12/2021,0.776677,0.788724,1.126531,1.225352,1.357824,0.009655,0.724648,0.121527,0.755362
1/13/2021,0.77159,0.785,1.123116,1.21836,1.356367,0.009629,0.719124,0.120851,0.753003
1/14/2021,0.776387,0.786828,1.125062,1.22295,1.357993,0.00964,0.723316,0.121135,0.75463
1/15/2021,0.773889,0.787171,1.125267,1.216316,1.359665,0.009632,0.719442,0.120293,0.753347
1/18/2021,0.776169,0.78899,1.124979,1.215364,1.355851,0.009634,0.721012,0.120445,0.753985
1/19/2021,0.771482,0.789666,1.121417,1.211026,1.359483,0.009633,0.715629,0.119472,0.752657
1/20/2021,0.770605,0.785435,1.122122,1.209012,1.360015,0.009644,0.713879,0.119425,0.752116
1/21/2021,0.770173,0.786454,1.12413,1.212421,1.361449,0.009635,0.713329,0.119655,0.752151
1/22/2021,0.77181,0.788332,1.124163,1.211404,1.360518,0.009644,0.715819,0.119742,0.753571
1/25/2021,0.773979,0.788696,1.127049,1.212994,1.372397,0.009649,0.718055,0.120704,0.754417
1/26/2021,0.771937,0.787536,1.127871,1.215299,1.358967,0.009642,0.718051,0.120441,0.752564
1/27/2021,0.771727,0.786282,1.125572,1.214299,1.361333,0.009642,0.718274,0.120632,0.753279
1/28/2021,0.772898,0.787558,1.126164,1.21568,1.373943,0.009652,0.722022,0.120513,0.754337
1/29/2021,0.769027,0.783385,1.124912,1.214201,1.364903,0.009627,0.718651,0.12004,0.75301
2/1/2021,0.769606,0.781264,1.124666,1.213464,1.373411,0.009614,0.717853,0.120102,0.752578
2/2/2021,0.76559,0.782682,1.12383,1.213515,1.372545,0.009576,0.718928,0.119626,0.752575
2/3/2021,0.764512,0.779622,1.114871,1.209865,1.367533,0.009549,0.717351,0.119044,0.75112
2/4/2021,0.76263,0.78102,1.11299,1.208145,1.365947,0.009542,0.718233,0.118999,0.751365
2/5/2021,0.763013,0.781316,1.110461,1.207031,1.36586,0.009533,0.719302,0.118899,0.750195
2/8/2021,0.76105,0.779527,1.104611,1.200696,1.3644,0.009507,0.716345,0.118311,0.748072
2/9/2021,0.765234,0.782161,1.109093,1.205025,1.370553,0.009516,0.718732,0.11897,0.74922
2/10/2021,0.767458,0.783543,1.111047,1.205693,1.371671,0.009512,0.721499,0.119123,0.749539
2/11/2021,0.771145,0.78548,1.118751,1.209547,1.378161,0.009533,0.722704,0.119851,0.751488
2/12/2021,0.771596,0.786775,1.123388,1.210731,1.38164,0.009539,0.720895,0.120101,0.752046
2/15/2021,0.774199,0.787005,1.123806,1.211846,1.383539,0.009539,0.722824,0.120218,0.753641
2/16/2021,0.775721,0.787529,1.120781,1.212399,1.385739,0.009531,0.723139,0.120354,0.753917
2/17/2021,0.776654,0.789926,1.122654,1.212669,1.387744,0.009528,0.723063,0.120606,0.755054
2/18/2021,0.776591,0.78821,1.119983,1.211843,1.388844,0.009481,0.72157,0.120698,0.753668
2/19/2021,0.775578,0.788817,1.111775,1.208432,1.389574,0.009464,0.720466,0.120455,0.752813
2/22/2021,0.776829,0.788391,1.113217,1.210387,1.393831,0.009463,0.722463,0.120429,0.753448
2/23/2021,0.783822,0.791392,1.114134,1.211586,1.400782,0.009476,0.725555,0.120793,0.75438
2/24/2021,0.788171,0.791495,1.114738,1.212317,1.403785,0.009496,0.728369,0.120959,0.755226
2/25/2021,0.789389,0.794172,1.105489,1.21335,1.407179,0.009505,0.730698,0.120701,0.756745
2/26/2021,0.794991,0.797165,1.101816,1.214342,1.414156,0.009468,0.73909,0.120907,0.75722
3/1/2021,0.787528,0.794655,1.102357,1.215373,1.40668,0.009451,0.736183,0.120628,0.754852
3/2/2021,0.776214,0.788715,1.099944,1.209819,1.400519,0.009434,0.727497,0.119324,0.752174
3/3/2021,0.779018,0.79161,1.092491,1.209605,1.398981,0.009399,0.728614,0.118989,0.753542
3/4/2021,0.781452,0.791537,1.091445,1.210862,1.397526,0.009386,0.728588,0.119269,0.752528
3/5/2021,0.777889,0.790591,1.08645,1.208614,1.396206,0.009371,0.726048,0.118935,0.750569
3/8/2021,0.774372,0.791025,1.076791,1.200361,1.392053,0.009319,0.720749,0.117999,0.748056
3/9/2021,0.77141,0.790562,1.074979,1.195837,1.391085,0.009294,0.718716,0.117634,0.746079
3/10/2021,0.768849,0.790911,1.066773,1.189103,1.389302,0.009252,0.714916,0.117003,0.74171
3/11/2021,0.770722,0.789646,1.074427,1.191622,1.388646,0.009252,0.716917,0.117405,0.74383
3/12/2021,0.771751,0.790701,1.074237,1.193375,1.391896,0.009228,0.718117,0.11782,0.743455
3/15/2021,0.775578,0.793583,1.079872,1.198234,1.39728,0.009232,0.721117,0.118131,0.744313
3/16/2021,0.774983,0.797521,1.075072,1.195961,1.393418,0.009199,0.717746,0.118019,0.742773
3/17/2021,0.775949,0.798696,1.075803,1.19448,1.391502,0.00918,0.719017,0.11771,0.74272
3/18/2021,0.774096,0.80217,1.079052,1.191987,1.391639,0.009189,0.718999,0.117619,0.742759
3/19/2021,0.778107,0.805321,1.081309,1.198888,1.394687,0.009194,0.722782,0.118061,0.744532
3/22/2021,0.776556,0.80181,1.078065,1.193124,1.394341,0.009188,0.718213,0.117656,0.743748
3/23/2021,0.774441,0.800906,1.076274,1.191633,1.391435,0.009184,0.718013,0.117427,0.744372
3/24/2021,0.774103,0.800624,1.08042,1.192851,1.39093,0.009185,0.717534,0.117436,0.744935
3/25/2021,0.767314,0.797764,1.071367,1.188489,1.383655,0.009191,0.707839,0.116765,0.744558
3/26/2021,0.763245,0.797065,1.067353,1.184628,1.364857,0.009193,0.701984,0.116396,0.743518
3/29/2021,0.761253,0.794223,1.064846,1.181207,1.37783,0.00917,0.698952,0.115773,0.742647
3/30/2021,0.762801,0.79554,1.063924,1.180619,1.378814,0.009152,0.701528,0.115851,0.742916
3/31/2021,0.762413,0.794706,1.0645,1.178614,1.375139,0.009136,0.70081,0.115276,0.742005
4/1/2021,0.760924,0.792039,1.0601,1.174855,1.375884,0.009107,0.698773,0.114649,0.741779
4/2/2021,0.760893,0.794505,1.058541,1.17438,1.377029,0.009075,0.698357,0.114805,0.742926
4/5/2021,0.762803,0.795037,1.060322,1.17695,1.384404,0.009057,0.701543,0.114756,0.742851
4/6/2021,0.761558,0.794891,1.059827,1.176989,1.384876,0.009051,0.702904,0.11466,0.742543
4/7/2021,0.76444,0.797401,1.065258,1.179074,1.386138,0.00908,0.705389,0.114788,0.743961
4/8/2021,0.7649,0.795874,1.072625,1.183834,1.386538,0.00909,0.705868,0.115703,0.744978
4/9/2021,0.762599,0.794361,1.074513,1.185082,1.381982,0.009094,0.70366,0.115726,0.745095
4/12/2021,0.7655,0.795626,1.080193,1.189265,1.380566,0.009136,0.705865,0.116794,0.745329
4/13/2021,0.763403,0.796011,1.081663,1.189971,1.375371,0.009118,0.704482,0.117072,0.745673
4/14/2021,0.763089,0.796078,1.08221,1.190936,1.377039,0.009139,0.70418,0.116799,0.745703
4/15/2021,0.763192,0.796295,1.085399,1.195911,1.376404,0.009149,0.705463,0.117339,0.745543
4/16/2021,0.769363,0.797994,1.082867,1.198885,1.37637,0.009174,0.710158,0.117786,0.747302
4/19/2021,0.772282,0.796871,1.08244,1.196883,1.378951,0.009186,0.713692,0.118198,0.748295
4/20/2021,0.77253,0.798385,1.086117,1.200084,1.384168,0.009194,0.712595,0.118944,0.748682
4/21/2021,0.775391,0.797221,1.091758,1.204757,1.393826,0.009231,0.716823,0.118854,0.75049
4/22/2021,0.77352,0.795147,1.091698,1.205089,1.392334,0.009245,0.716464,0.118801,0.751492
4/23/2021,0.775782,0.798275,1.090825,1.205623,1.393561,0.009246,0.719779,0.118837,0.751869
4/26/2021,0.772079,0.79847,1.09013,1.202737,1.391221,0.009259,0.717345,0.118791,0.752095
4/27/2021,0.773507,0.799736,1.092555,1.208975,1.391666,0.009265,0.718887,0.119156,0.752844
4/28/2021,0.778269,0.80482,1.093379,1.209059,1.390519,0.00926,0.721969,0.119265,0.753245
4/29/2021,0.776163,0.804638,1.093772,1.209461,1.389341,0.009223,0.720359,0.119286,0.753342
4/30/2021,0.778275,0.809681,1.097466,1.211569,1.393943,0.009219,0.724158,0.119719,0.754304
5/3/2021,0.777121,0.811958,1.100131,1.212222,1.395356,0.009205,0.723765,0.119388,0.75373
5/4/2021,0.774216,0.812913,1.096576,1.205531,1.390569,0.009175,0.719791,0.118412,0.752771
5/5/2021,0.775963,0.813453,1.096857,1.208197,1.390048,0.009167,0.720136,0.118812,0.752733
5/6/2021,0.772521,0.81324,1.094202,1.204288,1.390501,0.009163,0.716647,0.118194,0.749863
5/7/2021,0.77325,0.81401,1.094953,1.20237,1.390043,0.009147,0.719686,0.118044,0.74916
5/10/2021,0.775613,0.820294,1.100803,1.206089,1.389691,0.009155,0.72133,0.118513,0.749427
5/11/2021,0.781257,0.820223,1.109395,1.211078,1.395429,0.009184,0.724269,0.119858,0.752801
5/12/2021,0.781128,0.82381,1.110887,1.211296,1.403627,0.009188,0.725312,0.119778,0.75226
5/13/2021,0.783677,0.824681,1.105119,1.212978,1.411339,0.009194,0.726437,0.120183,0.753453
5/14/2021,0.776101,0.822421,1.099377,1.20994,1.406878,0.009153,0.719996,0.119219,0.750446
5/17/2021,0.775181,0.823107,1.101342,1.210268,1.408741,0.00915,0.718994,0.119096,0.75025
5/18/2021,0.776843,0.825058,1.108542,1.212798,1.409061,0.009154,0.723096,0.119913,0.751245
5/19/2021,0.776206,0.829341,1.105522,1.213279,1.415858,0.009145,0.719765,0.120235,0.748907
5/20/2021,0.778074,0.829709,1.112109,1.220037,1.418155,0.009167,0.723247,0.1205,0.750898
5/21/2021,0.774275,0.823079,1.105161,1.215567,1.411995,0.009157,0.718939,0.120078,0.749473
5/24/2021,0.776747,0.829493,1.111718,1.221743,1.419918,0.009182,0.720094,0.120367,0.75068
5/25/2021,0.77441,0.82939,1.113221,1.220263,1.417253,0.009181,0.71813,0.120293,0.750756
5/26/2021,0.774892,0.828995,1.113571,1.22218,1.417753,0.00919,0.719992,0.120283,0.751969
5/27/2021,0.77458,0.8295,1.114801,1.223681,1.417291,0.00919,0.72152,0.12078,0.752285
5/28/2021,0.773699,0.826876,1.113363,1.222624,1.414247,0.009171,0.724486,0.120521,0.753731
5/31/2021,0.773663,0.829442,1.113789,1.222487,1.420148,0.009148,0.726241,0.120947,0.754217
6/1/2021,0.772407,0.826338,1.111435,1.221977,1.419764,0.009132,0.725028,0.120481,0.755304
6/2/2021,0.773239,0.828825,1.110845,1.222274,1.422,0.009139,0.726752,0.120451,0.755861
6/3/2021,0.774727,0.827691,1.113504,1.221646,1.417841,0.009132,0.726848,0.12074,0.756013
6/4/2021,0.77499,0.829398,1.113809,1.221627,1.419388,0.009128,0.724731,0.120912,0.756074
6/7/2021,0.769948,0.827266,1.107149,1.216854,1.413305,0.009102,0.717976,0.120175,0.754457
6/8/2021,0.772673,0.827061,1.109267,1.216775,1.416412,0.009125,0.721447,0.120858,0.755061
6/9/2021,0.77458,0.826756,1.112993,1.219363,1.418576,0.009137,0.72249,0.120881,0.755478
6/10/2021,0.772951,0.826006,1.114388,1.216743,1.416428,0.00913,0.719885,0.121009,0.75515
6/11/2021,0.773226,0.82526,1.11524,1.219412,1.41251,0.009128,0.718705,0.120959,0.755058
6/14/2021,0.775496,0.825715,1.116645,1.217201,1.418553,0.009142,0.719379,0.121058,0.755263
6/15/2021,0.772189,0.823988,1.113322,1.214648,1.412701,0.009125,0.715377,0.12056,0.754305
6/16/2021,0.771761,0.823003,1.110956,1.213909,1.411925,0.009111,0.714811,0.120303,0.753928
6/17/2021,0.770057,0.82255,1.112147,1.213392,1.409021,0.009105,0.713506,0.120118,0.753824
6/18/2021,0.765321,0.81769,1.102035,1.205756,1.405933,0.009074,0.70951,0.118877,0.75041
6/21/2021,0.761251,0.813986,1.089671,1.197433,1.397479,0.009083,0.704764,0.117661,0.74696
6/22/2021,0.754237,0.806999,1.083557,1.191488,1.393455,0.009077,0.698175,0.11682,0.744596
6/23/2021,0.755516,0.810532,1.086271,1.194021,1.394883,0.009071,0.700034,0.117327,0.744842
6/24/2021,0.757336,0.811524,1.0879,1.193496,1.394372,0.009051,0.701481,0.117772,0.743701
6/25/2021,0.756953,0.811529,1.088044,1.193153,1.393598,0.009046,0.704113,0.117676,0.742903
6/28/2021,0.758087,0.8114,1.088249,1.192884,1.391037,0.009033,0.705668,0.117979,0.743985
6/29/2021,0.759599,0.813011,1.089227,1.193496,1.391416,0.009036,0.707466,0.117739,0.744153
6/30/2021,0.757895,0.813953,1.086882,1.193557,1.391029,0.00903,0.704419,0.117723,0.744102
7/1/2021,0.75477,0.807631,1.084829,1.191525,1.389933,0.009036,0.702066,0.117542,0.742996
7/2/2021,0.753417,0.808687,1.08059,1.188043,1.388394,0.009019,0.70037,0.117078,0.743116
7/5/2021,0.750388,0.806033,1.079962,1.186845,1.379543,0.009001,0.699883,0.116826,0.742232
7/6/2021,0.752258,0.809297,1.084151,1.186672,1.385077,0.009011,0.701461,0.117101,0.742473
7/7/2021,0.752342,0.809119,1.083341,1.186169,1.385135,0.009008,0.701832,0.116816,0.742756
7/8/2021,0.751658,0.804446,1.082155,1.184424,1.382822,0.009016,0.701972,0.116495,0.742023
7/9/2021,0.750933,0.803335,1.080925,1.17992,1.382444,0.009023,0.702155,0.116188,0.741768
7/12/2021,0.746302,0.800753,1.089493,1.183762,1.379341,0.009073,0.699036,0.116224,0.740365
7/13/2021,0.749778,0.803116,1.092531,1.185093,1.385443,0.00908,0.701364,0.116422,0.740178
7/14/2021,0.74855,0.801807,1.092586,1.185172,1.386373,0.009076,0.69924,0.116385,0.739764
7/15/2021,0.746423,0.799715,1.08918,1.180594,1.386234,0.009056,0.69739,0.115748,0.738294
7/16/2021,0.747382,0.799674,1.090708,1.183978,1.387359,0.009086,0.701326,0.11604,0.738984
7/19/2021,0.745383,0.797641,1.089137,1.182289,1.387666,0.009093,0.699185,0.115504,0.738962
7/20/2021,0.742593,0.79505,1.087188,1.18177,1.380775,0.00909,0.700815,0.115331,0.73727
7/21/2021,0.739325,0.789625,1.088917,1.180792,1.365873,0.009108,0.696351,0.115182,0.734636
7/22/2021,0.736449,0.789703,1.08423,1.179326,1.368501,0.009106,0.695901,0.114983,0.733535
7/23/2021,0.737342,0.793386,1.088189,1.179404,1.371871,0.009095,0.697614,0.115033,0.733531
7/26/2021,0.738096,0.79401,1.088428,1.178382,1.373184,0.009096,0.697577,0.115068,0.734651
7/27/2021,0.737827,0.79475,1.087379,1.177922,1.374167,0.009076,0.697691,0.115055,0.734311
7/28/2021,0.738907,0.796152,1.090275,1.179331,1.381554,0.009075,0.699628,0.115555,0.735251
7/29/2021,0.737625,0.795104,1.092642,1.180346,1.385239,0.009089,0.698042,0.115705,0.734904
7/30/2021,0.73878,0.797462,1.097147,1.182233,1.387212,0.009086,0.697117,0.116124,0.736464
8/2/2021,0.739163,0.801252,1.102502,1.187553,1.392139,0.009113,0.700394,0.116617,0.737725
8/3/2021,0.737033,0.800085,1.10374,1.185852,1.390486,0.009108,0.698793,0.116463,0.73795
8/4/2021,0.737479,0.799032,1.10402,1.186304,1.391448,0.009137,0.698376,0.116401,0.738535
8/5/2021,0.738726,0.798293,1.104733,1.186499,1.392421,0.009155,0.700488,0.116334,0.739465
8/6/2021,0.738675,0.798112,1.103304,1.185344,1.39177,0.009142,0.703281,0.116245,0.739748
8/9/2021,0.739189,0.799183,1.102194,1.184643,1.394838,0.009122,0.705125,0.116201,0.739904
8/10/2021,0.737883,0.797313,1.093862,1.180176,1.391057,0.00911,0.702842,0.115483,0.738851
8/11/2021,0.735832,0.796318,1.086616,1.17714,1.390469,0.009099,0.701952,0.115105,0.737928
8/12/2021,0.736145,0.797953,1.081933,1.173956,1.389322,0.009066,0.7026,0.114888,0.736512
8/13/2021,0.73791,0.79802,1.082186,1.175258,1.388556,0.009078,0.703423,0.114987,0.737378
8/16/2021,0.73479,0.79817,1.08207,1.173685,1.38604,0.009071,0.70196,0.115006,0.736706
8/17/2021,0.737681,0.797975,1.08957,1.177253,1.386729,0.00911,0.703395,0.115475,0.73728
8/18/2021,0.735018,0.796869,1.095744,1.177254,1.386523,0.009122,0.702686,0.115315,0.737325
8/19/2021,0.730456,0.794198,1.093449,1.173065,1.380548,0.00913,0.697606,0.11467,0.734862
8/20/2021,0.726931,0.792669,1.090336,1.172532,1.378806,0.009113,0.692604,0.114902,0.735258
8/23/2021,0.721312,0.7845,1.087982,1.171334,1.36903,0.009117,0.688205,0.113912,0.733792
8/24/2021,0.717617,0.783118,1.088995,1.170866,1.365853,0.009117,0.686702,0.113737,0.733958
8/25/2021,0.721337,0.788652,1.094208,1.173252,1.372267,0.009112,0.68917,0.11452,0.735833
8/26/2021,0.724687,0.791988,1.095431,1.175598,1.373593,0.009118,0.693576,0.114914,0.737119
8/27/2021,0.725587,0.792871,1.093329,1.176351,1.372762,0.009103,0.696494,0.115091,0.737822
8/30/2021,0.723282,0.788808,1.089409,1.176743,1.358734,0.0091,0.695359,0.114964,0.738149
8/31/2021,0.73003,0.79287,1.09517,1.178116,1.374853,0.009101,0.700532,0.115622,0.740836
9/1/2021,0.73085,0.793401,1.09097,1.178567,1.375653,0.009093,0.700737,0.11573,0.741605
9/2/2021,0.730981,0.792503,1.091668,1.180857,1.377041,0.009088,0.702694,0.116101,0.742254
9/3/2021,0.7362,0.792505,1.092044,1.183071,1.376666,0.009088,0.705914,0.116147,0.743099
9/6/2021,0.7379,0.795283,1.092555,1.185292,1.382483,0.00909,0.70932,0.116554,0.744064
9/7/2021,0.744083,0.797813,1.09525,1.187865,1.384389,0.009098,0.713535,0.117226,0.744705
9/8/2021,0.744428,0.796268,1.092843,1.186461,1.385421,0.009095,0.712356,0.116762,0.744646
9/9/2021,0.74161,0.792949,1.087621,1.185509,1.381953,0.009085,0.711282,0.11655,0.743386
9/10/2021,0.740659,0.790979,1.083825,1.183532,1.381437,0.009085,0.711269,0.116111,0.743358
9/13/2021,0.740245,0.792389,1.088425,1.184039,1.386253,0.009096,0.711236,0.11624,0.744362
9/14/2021,0.737915,0.789108,1.089283,1.181817,1.385659,0.009088,0.711575,0.115935,0.744769
9/15/2021,0.738874,0.789953,1.084681,1.181848,1.385471,0.00909,0.711319,0.116142,0.744592
9/16/2021,0.733527,0.788288,1.085624,1.181648,1.385552,0.009102,0.710874,0.116154,0.744404
9/17/2021,0.734714,0.790728,1.086208,1.181715,1.386832,0.009127,0.710991,0.116439,0.745098
9/20/2021,0.732575,0.788364,1.078322,1.17894,1.383055,0.009108,0.709346,0.116119,0.744077
9/21/2021,0.729888,0.785583,1.071964,1.177613,1.37997,0.009102,0.706568,0.115509,0.742712
9/22/2021,0.727975,0.782982,1.07535,1.176628,1.369055,0.009127,0.704256,0.115334,0.741076
9/23/2021,0.725353,0.782093,1.080231,1.175726,1.366777,0.009139,0.70291,0.115166,0.74036
9/24/2021,0.726316,0.782293,1.080333,1.171481,1.365097,0.009118,0.702689,0.114978,0.73933
9/27/2021,0.729067,0.7864,1.08124,1.173344,1.371978,0.009102,0.706726,0.115552,0.740671
9/28/2021,0.727397,0.787856,1.080415,1.171827,1.358002,0.009081,0.70263,0.115421,0.739
9/29/2021,0.729368,0.790511,1.080174,1.171159,1.359648,0.009049,0.702322,0.115106,0.738889
9/30/2021,0.724777,0.788387,1.0753,1.170248,1.361364,0.009012,0.698819,0.114571,0.73709
10/1/2021,0.722497,0.786376,1.070128,1.164455,1.35207,0.008977,0.691979,0.113876,0.735664
10/4/2021,0.72392,0.788247,1.071103,1.162978,1.351152,0.008998,0.692358,0.114075,0.736424
10/5/2021,0.725768,0.789878,1.073197,1.161427,1.354538,0.009005,0.695308,0.114266,0.73643
10/6/2021,0.726922,0.793061,1.078812,1.160986,1.354617,0.009008,0.696012,0.114561,0.736424
10/7/2021,0.72899,0.79404,1.077855,1.160223,1.356899,0.009029,0.696085,0.114257,0.736519
10/8/2021,0.728342,0.79487,1.077391,1.158062,1.356919,0.008999,0.692722,0.113845,0.735852
10/11/2021,0.730607,0.796188,1.076968,1.157658,1.359117,0.008989,0.694458,0.113876,0.735865
10/12/2021,0.731118,0.798938,1.076947,1.158216,1.359735,0.008948,0.694519,0.114079,0.737459
10/13/2021,0.734457,0.799794,1.077265,1.156765,1.359007,0.008899,0.694052,0.114046,0.737348
10/14/2021,0.73487,0.800315,1.074927,1.153004,1.358829,0.008867,0.694041,0.113863,0.737005
10/15/2021,0.737848,0.803354,1.080079,1.157487,1.360318,0.008855,0.696147,0.114677,0.738551
10/18/2021,0.741221,0.808264,1.081908,1.158158,1.360806,0.008834,0.700716,0.115426,0.740048
10/19/2021,0.742771,0.808494,1.082743,1.158913,1.373445,0.008797,0.704706,0.115907,0.740589
10/20/2021,0.742167,0.809827,1.082416,1.158514,1.374767,0.008781,0.706803,0.115538,0.741001
10/21/2021,0.74749,0.809639,1.08237,1.162691,1.379575,0.008765,0.711753,0.116054,0.742331
10/22/2021,0.750866,0.811446,1.087442,1.164779,1.385322,0.008766,0.716077,0.116329,0.743331
10/25/2021,0.747612,0.809396,1.08881,1.161891,1.381872,0.008787,0.714014,0.116285,0.742083
10/26/2021,0.74718,0.809273,1.090822,1.166422,1.379512,0.008795,0.714417,0.116623,0.741968
10/27/2021,0.75169,0.811109,1.087813,1.161784,1.378757,0.008795,0.716381,0.116368,0.742212
10/28/2021,0.751336,0.808095,1.086668,1.161469,1.378196,0.008778,0.716358,0.116256,0.741921
10/29/2021,0.751911,0.809043,1.088284,1.160912,1.378425,0.008794,0.716415,0.116463,0.741709
11/1/2021,0.753731,0.809465,1.095307,1.166424,1.379844,0.0088,0.718146,0.117199,0.742963
11/2/2021,0.753036,0.807524,1.092015,1.159413,1.362829,0.008792,0.717122,0.116586,0.741918
11/3/2021,0.753351,0.808103,1.097741,1.160585,1.3665,0.008791,0.718365,0.117178,0.741744
11/4/2021,0.747539,0.806443,1.094048,1.159601,1.36438,0.008789,0.714934,0.116778,0.741684
